Company_Name,Location,Sector,Amount ($),Stage,Year
Power Gummies,Delhi,Technology,3982000.0,undisclosed,2020-01-01
Locale ai,Bangalore,Business Intelligence,3982000.0,undisclosed,2020-01-01
FarEye,Delhi,Transport,24500000.0,series d,2020-01-01
Rebel Foods,Mumbai,Technology,50000000.0,undisclosed,2020-01-01
BankBazaar,Chennai,Finance,3800000.0,series d,2020-01-01
Porter,Mumbai,Transport,18370000.0,series d,2020-01-01
SugarBox,Mumbai,Technology,68525000.0,undisclosed,2020-01-01
Capital Float,Bangalore,Finance,4800000.0,series f,2020-01-01
Big Basket,Bangalore,Technology,60000000.0,undisclosed,2020-01-01
Amica,Undisclosed,Finance,2000000.0,undisclosed,2020-01-01
Vedantu,Bangalore,Technology,12500000.0,series c,2020-01-01
Fingerlix,Undisclosed,Technology,1834000.0,undisclosed,2020-01-01
Plop,Mumbai,Technology,913500.0,seed,2020-01-01
Zupee,Gurugram,Technology,8000000.0,series a,2020-01-01
DeHaat,Patna,Technology,12000000.0,series a,2020-01-01
Aye Finance,Gurugram,Finance,23850000.0,undisclosed,2020-01-01
Swiggy,Bangalore,Technology,43000000.0,series a,2020-01-01
Akna Medical,Undisclosed,Technology,7000000.0,undisclosed,2020-01-01
Zomato,Gurugram,Technology,5000000.0,undisclosed,2020-01-01
RaRa Delivery,Undisclosed,Transport,800000.0,seed,2020-01-01
JusPay,Bangalore,Finance,21600000.0,series b,2020-01-01
Obviously AI,Undisclosed,Technology,3982000.0,undisclosed,2020-01-01
Fingpay,Mumbai,Finance,3500000.0,series a,2020-01-01
Recko,Bangalore,Technology,6000000.0,series a,2020-01-01
Furlenco,Bangalore,Technology,10000000.0,undisclosed,2020-01-01
Mera Cashier,Noida,Finance,150000.0,undisclosed,2020-01-01
Kitchens Centre,Delhi,Technology,500000.0,seed,2020-01-01
Camp K12,Gurugram,Technology,4000000.0,seed,2020-01-01
MedGenome,Bangalore,Technology,55000000.0,series d,2020-01-01
Ergos,Bangalore,Technology,4598000.0,undisclosed,2020-01-01
Nykaa,Mumbai,Technology,13137000.0,undisclosed,2020-01-01
Samadhan,Delhi,Finance,913500.0,seed,2020-01-01
SaScan,Bangalore,Health,3982000.0,undisclosed,2020-01-01
Lido Learning,Mumbai,Technology,3000000.0,undisclosed,2020-01-01
CureFit,Bangalore,Lifestyle,115000000.0,series d,2020-01-01
Nimesa,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Design X,Noida,Technology,200000.0,seed,2020-01-01
Driftly Electric,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Imstrong,Bangalore,Lifestyle,400000.0,seed,2020-01-01
Craftsvilla,Mumbai,Technology,3900000.0,undisclosed,2020-01-01
Rupifi,Bangalore,Finance,1100000.0,bridge,2020-01-01
SnackAmor,Mumbai,Technology,913500.0,seed,2020-01-01
Zealthy,Bangalore,Technology,913500.0,seed,2020-01-01
CoinDCX,Undisclosed,Finance,3000000.0,series a,2020-01-01
NuNu TV,Undisclosed,Media and Entertainment,670000.0,undisclosed,2020-01-01
QTalk,Bangalore,Technology,1600000.0,seed,2020-01-01
Shadez,Mumbai,Lifestyle,100000.0,seed,2020-01-01
Excess2Sell,Mumbai,Technology,1000000.0,undisclosed,2020-01-01
Stanplus,Hyderabad,Technology,1500000.0,bridge,2020-01-01
Pitstop,Bangalore,Technology,2500000.0,series a,2020-01-01
Univariety,Hyderabad,Technology,1100000.0,undisclosed,2020-01-01
CoreStack,Chennai,Technology,8500000.0,series a,2020-01-01
Vivriti Capital,Chennai,Finance,50000000.0,series b,2020-01-01
Agnikul,Chennai,Technology,3148000.0,bridge,2020-01-01
Fintso,Undisclosed,Finance,2600000.0,undisclosed,2020-01-01
Khatabook,Bangalore,Finance,3982000.0,undisclosed,2020-01-01
Smart Coin,Undisclosed,Finance,7000000.0,series a,2020-01-01
ZunRoof,Gurugram,Technology,3000000.0,series a,2020-01-01
Shop101,Undisclosed,Technology,3900000.0,series c,2020-01-01
OM Bhakti,Bangalore,Technology,913500.0,seed,2020-01-01
Lal10,Noida,Technology,1100000.0,undisclosed,2020-01-01
Anaxee Digital Runner,Indore,Technology,3982000.0,undisclosed,2020-01-01
CollegeKhabri,Bhopal,Technology,3982000.0,undisclosed,2020-01-01
Ola Electric,Bangalore,Transport,1000000.0,undisclosed,2020-01-01
Multi Living,Mumbai,Technology,6000000.0,undisclosed,2020-01-01
FamPay,Bangalore,Finance,4700000.0,seed,2020-01-01
UnboxRobotics Labs,Bangalore,Technology,500000.0,seed,2020-01-01
Karbon Card,Bangalore,Finance,2000000.0,seed,2020-01-01
Airmeet,Bangalore,Business Intelligence,3000000.0,undisclosed,2020-01-01
Innerchef,Gurugram,Technology,1000000.0,undisclosed,2020-01-01
Epigamia,Mumbai,Technology,32000000.0,series c,2020-01-01
StyleNook,Mumbai,Technology,3982000.0,undisclosed,2020-01-01
Callido Learning,Mumbai,Technology,3982000.0,undisclosed,2020-01-01
Soxytoes,Delhi,Technology,3982000.0,undisclosed,2020-01-01
F5,Delhi,Technology,913500.0,seed,2020-01-01
Paper Boat,Bangalore,Technology,4049500.0,undisclosed,2020-01-01
Strata,Bangalore,Technology,1500000.0,seed,2020-01-01
Salesken,Bangalore,Technology,8000000.0,series a,2020-01-01
Arya,Noida,Technology,6000000.0,series b,2020-01-01
Leap Finance,Bangalore,Finance,5500000.0,undisclosed,2020-01-01
Sleepy Owl,Delhi,Technology,3982000.0,undisclosed,2020-01-01
Tricog,Bangalore,Technology,10500000.0,series b,2020-01-01
GogoBus,Delhi,Lifestyle,3982000.0,undisclosed,2020-01-01
Trell,Bangalore,Technology,4000000.0,bridge,2020-01-01
Spaciya Consultants,Noida,Technology,500000.0,bridge,2020-01-01
Bounce,Bangalore,Transport,6500000.0,undisclosed,2020-01-01
Neeman,Undisclosed,Technology,1000000.0,bridge,2020-01-01
Chqbook,Gurugram,Finance,5000000.0,series a,2020-01-01
SMEcorner,Mumbai,Finance,30000000.0,series b,2020-01-01
Oda Class,Bangalore,Technology,1100000.0,bridge,2020-01-01
Spinny,Gurugram,Technology,43700000.0,series b,2020-01-01
goStops,Delhi,Technology,3982000.0,undisclosed,2020-01-01
Umeed Housing,Gurugram,Finance,23000000.0,series d,2020-01-01
Vogo,Bangalore,Transport,20000000.0,series c,2020-01-01
Flick Stree,Mumbai,Media and Entertainment,3000000.0,series a,2020-01-01
Qure ai,Mumbai,Technology,16000000.0,undisclosed,2020-01-01
MinionLabs,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Josh Talks,Gurugram,Media and Entertainment,1500000.0,bridge,2020-01-01
PhoneParLoan,Delhi,Finance,3982000.0,undisclosed,2020-01-01
RailYatri,Noida,Lifestyle,13800000.0,undisclosed,2020-01-01
AjnaLens,Thane,Technology,1500000.0,bridge,2020-01-01
Pepper,Mumbai,Technology,306900.0,seed,2020-01-01
Rupeek,Bangalore,Finance,30000000.0,undisclosed,2020-01-01
iMerit,Kolkata,Technology,20000000.0,series b,2020-01-01
BharatPe,Delhi,Finance,75000000.0,series c,2020-01-01
Invideo,Undisclosed,Media and Entertainment,2500000.0,undisclosed,2020-01-01
AvalonMeta,Undisclosed,Technology,420000.0,undisclosed,2020-01-01
Near Store,Mumbai,Technology,300000.0,seed,2020-01-01
ElecTorq,Delhi,Technology,3982000.0,undisclosed,2020-01-01
Prayaan Capital,Chennai,Finance,1200000.0,seed,2020-01-01
Sanfe,Delhi,Technology,1100000.0,bridge,2020-01-01
Go Desi,Delhi,Technology,627300.0,seed,2020-01-01
Swiggy,Bangalore,Technology,113000000.0,series a,2020-01-01
Whatfix,Bangalore,Technology,32000000.0,series c,2020-01-01
Unacademy,Bangalore,Technology,110000000.0,series e,2020-01-01
Zvesta,Gurugram,Technology,5500000.0,undisclosed,2020-01-01
Dunzo,Bangalore,Transport,11000000.0,undisclosed,2020-01-01
Digit Insurance,Bangalore,Technology,340000.0,undisclosed,2020-01-01
Yolo,Gurugram,Transport,600000.0,seed,2020-01-01
SmartVizX,Undisclosed,Technology,1397000.0,bridge,2020-01-01
MaxWholesale,Delhi,Technology,3000000.0,series a,2020-01-01
Carbon Clean,Undisclosed,Technology,16000000.0,undisclosed,2020-01-01
Onsitego,Undisclosed,Technology,19000000.0,series b,2020-01-01
Genius Corner,Noida,Technology,250000.0,undisclosed,2020-01-01
PlanetSpark,Gurugram,Technology,448500.0,undisclosed,2020-01-01
CamCom,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Simsim,Bangalore,Technology,8000000.0,series b,2020-01-01
Shuttl,Delhi,Transport,7975700.0,series c,2020-01-01
HooLiv,Delhi,Technology,3982000.0,undisclosed,2020-01-01
ClassMonitor,Indore,Technology,3982000.0,undisclosed,2020-01-01
Friyey,Pune,Business Intelligence,3982000.0,undisclosed,2020-01-01
Oga,Bangalore,Lifestyle,330000.0,undisclosed,2020-01-01
Big Basket,Bangalore,Technology,3500000.0,undisclosed,2020-01-01
CYFIRMA,Bangalore,Technology,5000000.0,series a,2020-01-01
Innoviti,Bangalore,Finance,5000000.0,undisclosed,2020-01-01
Paytm money,Bangalore,Finance,5600000.0,undisclosed,2020-01-01
Vedantu,Bangalore,Technology,24000000.0,series c,2020-01-01
Yap,Chennai,Finance,1402000.0,undisclosed,2020-01-01
Clover,Bangalore,Technology,5500000.0,series a,2020-01-01
Nova Credit,Undisclosed,Finance,50000000.0,series b,2020-01-01
CodingNinjas,Delhi,Technology,5200000.0,series a,2020-01-01
Furlenco,Bangalore,Technology,2200000.0,series c,2020-01-01
Brick&Bolt,Bangalore,Real Estate,1500000.0,bridge,2020-01-01
HempStreet,Undisclosed,Technology,1000000.0,bridge,2020-01-01
MoEngage,Bangalore,Technology,25000000.0,series c,2020-01-01
Classplus,Noida,Technology,2500000.0,bridge,2020-01-01
Chaayos,Undisclosed,Technology,21500000.0,undisclosed,2020-01-01
PetPooja,Ahmedabad,Technology,2000000.0,undisclosed,2020-01-01
Altor,Undisclosed,Technology,3982000.0,undisclosed,2020-01-01
Pepperfry,Mumbai,Technology,40000000.0,series f,2020-01-01
FirstCry,Pune,Technology,296000000.0,series e,2020-01-01
Byju,Undisclosed,Technology,200000000.0,undisclosed,2020-01-01
Waycool,Chennai,Technology,32000000.0,series c,2020-01-01
WorkIndia,Undisclosed,Business Intelligence,6000000.0,undisclosed,2020-01-01
Qyuki,Mumbai,Media and Entertainment,3500000.0,undisclosed,2020-01-01
Leap India,Coimbatore,Technology,30000000.0,series b,2020-01-01
Picxy,Hyderabad,Media and Entertainment,250000.0,undisclosed,2020-01-01
Krimanshi,Jodhpur,Technology,20000.0,undisclosed,2020-01-01
NEETprep,Delhi,Technology,3982000.0,undisclosed,2020-01-01
Dot Pvt. Ltd,Gurugram,Finance,8000000.0,seed,2020-01-01
Kuku FM,Mumbai,Media and Entertainment,5500000.0,series a,2020-01-01
SuperMoney,Mumbai,Finance,1000000.0,bridge,2020-01-01
Rebel Foods,Mumbai,Technology,4900000.0,undisclosed,2020-01-01
AlphaVector,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Fox Capital,Jaipur,Finance,2500000.0,undisclosed,2020-01-01
Tribe Theory,Bangalore,Technology,3500000.0,undisclosed,2020-01-01
Fleetx,Undisclosed,Technology,1402400.0,series a,2020-01-01
Embibe,Mumbai,Technology,12618300.0,undisclosed,2020-01-01
Entri,Kochi,Technology,1400000.0,seed,2020-01-01
Oye! Rickshaw,Undisclosed,Transport,10000000.0,series a,2020-01-01
Seal Professional,Bangalore,Technology,1100000.0,bridge,2020-01-01
Sprinng Foods,Mumbai,Technology,3982000.0,undisclosed,2020-01-01
1MG,Gurugram,Technology,9900000.0,undisclosed,2020-01-01
Aagey,Bangalore,Finance,3982000.0,undisclosed,2020-01-01
Doubtnut,Gurugram,Technology,15000000.0,series a,2020-01-01
AdonMo,Bangalore,Technology,3000000.0,undisclosed,2020-01-01
RACEnergy,Hyderabad,Transport,913500.0,seed,2020-01-01
BharatPe,Delhi,Finance,100000000.0,undisclosed,2020-01-01
Kisan Network,Gurugram,Technology,3000000.0,seed,2020-01-01
Vogo,Bangalore,Transport,35000000.0,series c,2020-01-01
Unotech,Mumbai,Technology,2000000.0,undisclosed,2020-01-01
Zetwerk,Bangalore,Technology,2200000.0,undisclosed,2020-01-01
CureSkin,Bangalore,Technology,500000.0,undisclosed,2020-01-01
WizKlub,Bangalore,Technology,982530.0,seed,2020-01-01
Interviewbit,Pune,Technology,200000000.0,series a,2020-01-01
MoneyTap,Undisclosed,Finance,70185200.0,series b,2020-01-01
Uniplatform Tech,Delhi,Technology,3982000.0,undisclosed,2020-01-01
INdwealth,Gurugram,Finance,12000000.0,series c,2020-01-01
Bizongo,Mumbai,Technology,30000000.0,series c,2020-01-01
AppsFlyer,Bangalore,Technology,210000000.0,series d,2020-01-01
Digit Insurance,Bangalore,Technology,84000000.0,undisclosed,2020-01-01
Livspace,Bangalore,Lifestyle,60000000.0,series d,2020-01-01
GetVantage,Mumbai,Finance,913500.0,seed,2020-01-01
Konfinity,Noida,Technology,3982000.0,undisclosed,2020-01-01
Instoried,Delhi,Technology,3982000.0,undisclosed,2020-01-01
Nupay,Gurugram,Finance,3982000.0,undisclosed,2020-01-01
LogiNext,Undisclosed,Transport,39000000.0,series b,2020-01-01
Samosa Singh,Bangalore,Technology,2700000.0,series a,2020-01-01
Crysta,Delhi,Technology,1403400.0,bridge,2020-01-01
Eupheus Learning,Delhi,Technology,4300000.0,series a,2020-01-01
Bounce,Bangalore,Transport,105000000.0,series d,2020-01-01
Park+,Undisclosed,Technology,11000000.0,undisclosed,2020-01-01
Goodmylk,Bangalore,Technology,400000.0,seed,2020-01-01
SmartKarrot,Undisclosed,Technology,1000000.0,undisclosed,2020-01-01
Skylo,Undisclosed,Technology,103000000.0,series b,2020-01-01
Tea Trunk,Goa,Technology,220000.0,undisclosed,2020-01-01
Zoomcar,Bangalore,Transport,30000000.0,series d,2020-01-01
Mera Cashier,Noida,Finance,250000.0,seed,2020-01-01
Samya AI,Undisclosed,Technology,6000000.0,seed,2020-01-01
Kristal AI,Undisclosed,Technology,6000000.0,series a,2020-01-01
Invento Robotics,Undisclosed,Technology,281300.0,seed,2020-01-01
Zimyo,Gurugram,Business Intelligence,3982000.0,undisclosed,2020-01-01
Sabse Sasta Dukaan,Kolkata,Health,3982000.0,undisclosed,2020-01-01
Fitphilia,Mumbai,Technology,3982000.0,undisclosed,2020-01-01
Medicus,Mumbai,Technology,12700.0,undisclosed,2020-01-01
Monech,Mumbai,Finance,12700.0,seed,2020-01-01
Teach Us,Undisclosed,Technology,12700.0,seed,2020-01-01
Dealberg,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Phenom People,Undisclosed,Business Intelligence,30000000.0,series c,2020-01-01
Extra Edge,Pune,Technology,700000.0,bridge,2020-01-01
Capital Quotient,Bangalore,Finance,600000.0,undisclosed,2020-01-01
Karfa,Delhi,Technology,25000.0,seed,2020-01-01
Gamerji,Undisclosed,Technology,400000.0,undisclosed,2020-01-01
Bounce,Bangalore,Transport,97500000.0,series d,2020-01-01
Zinier,Bangalore,Technology,90000000.0,series c,2020-01-01
ProEves,Delhi,Technology,507000.0,seed,2020-01-01
Toddle,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Aesthetic Nutrition,Undisclosed,Technology,1100000.0,bridge,2020-01-01
Ninjacart,Bangalore,Technology,10000000.0,series c,2020-01-01
TechnifyBiz,Undisclosed,Technology,2000000.0,seed,2020-01-01
Wysh,Hyderabad,Technology,2000000.0,series a,2020-01-01
Keito,Pune,Technology,160000.0,seed,2020-01-01
Klub,Bangalore,Finance,2000000.0,bridge,2020-01-01
Aadhar,Mumbai,Technology,913500.0,seed,2020-01-01
IncubateHub,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Rage Coffee,Delhi,Technology,3982000.0,undisclosed,2020-01-01
Skilancer,Noida,Technology,3982000.0,undisclosed,2020-01-01
Harappa Education,Delhi,Technology,3982000.0,undisclosed,2020-01-01
Rheo,Undisclosed,Media and Entertainment,2000000.0,undisclosed,2020-01-01
Axio Biosolutions,Bangalore,Technology,5200000.0,series b,2020-01-01
Techbooze,Undisclosed,Business Intelligence,15000000.0,series a,2020-01-01
PayMart,Chandigarh,Finance,3982000.0,undisclosed,2020-01-01
Testbook,Undisclosed,Technology,8400000.0,series b,2020-01-01
FabAlley,Noida,Technology,1100000.0,undisclosed,2020-01-01
HaikuJAM,Undisclosed,Technology,3400000.0,undisclosed,2020-01-01
Mamaearth,Gurugram,Technology,18300000.0,series a,2020-01-01
Rentomojo,Undisclosed,Technology,2000000.0,undisclosed,2020-01-01
Zomato,Coimbatore,Technology,150000000.0,undisclosed,2020-01-01
Generico,Mumbai,Health,1400000.0,undisclosed,2020-01-01
HighRadius,Hyderabad,Technology,125000000.0,series b,2020-01-01
Chai Kings,Chennai,Technology,1000000.0,undisclosed,2020-01-01
Rivigo,Gurugram,Transport,3400000.0,series f,2020-01-01
BuildPan,Indore,Technology,913500.0,seed,2020-01-01
Shiksha,Undisclosed,Technology,181000.0,undisclosed,2020-01-01
Super Surfaces,Hyderabad,Lifestyle,500000.0,series a,2020-01-01
Quicko,Ahmedabad,Technology,280000.0,undisclosed,2020-01-01
Satin Creditcare,Gurugram,Finance,15000000.0,undisclosed,2020-01-01
XpressBees,Undisclosed,Transport,10000000.0,undisclosed,2020-01-01
FarmERP,Pune,Technology,5000000.0,series a,2020-01-01
Wealth Bucket,Undisclosed,Finance,3000000.0,undisclosed,2020-01-01
GoMechanic,Delhi,Technology,14700000.0,series b,2020-01-01
Fashor,Chennai,Beauty & Fashion,1000000.0,bridge,2020-01-01
Leverage Edu,Delhi,Technology,1500000.0,undisclosed,2020-01-01
EpiFi,Undisclosed,Finance,13200000.0,seed,2020-01-01
Purplle,Mumbai,Beauty & Fashion,8000000.0,undisclosed,2020-01-01
Shuttl,Delhi,Transport,8043000.0,series c,2020-01-01
Pando,Chennai,Technology,9000000.0,series a,2020-01-01
Bombay Shaving,Undisclosed,Technology,6300000.0,undisclosed,2019-01-01
Ruangguru,Mumbai,Technology,150000000.0,series c,2019-01-01
Eduisfun,Mumbai,Technology,28000000.0,seed,2019-01-01
HomeLane,Chennai,Lifestyle,30000000.0,series d,2019-01-01
Nu Genes,Telangana,Technology,6000000.0,undisclosed,2019-01-01
FlytBase,Pune,Technology,3982000.0,undisclosed,2019-01-01
Finly,Bangalore,Technology,3982000.0,undisclosed,2019-01-01
Kratikal,Noida,Technology,1000000.0,bridge,2019-01-01
Quantiphi,Undisclosed,Technology,20000000.0,series a,2019-01-01
Lenskart,Delhi,Technology,275000000.0,series g,2019-01-01
Cub McPaws,Mumbai,Technology,3982000.0,undisclosed,2019-01-01
Appnomic,Bangalore,Technology,22000000.0,undisclosed,2019-01-01
Kaleidofin,Chennai,Finance,5000000.0,series a,2019-01-01
JobSquare,Ahmedabad,Business Intelligence,140500.0,undisclosed,2019-01-01
Open Secret,Undisclosed,Technology,3982000.0,undisclosed,2019-01-01
LivFin,Delhi,Finance,5000000.0,undisclosed,2019-01-01
Byju's,Bangalore,Technology,540000000.0,undisclosed,2019-01-01
Zest Money,Bangalore,Finance,15000000.0,series b,2019-01-01
Witblox,Undisclosed,Technology,182700.0,undisclosed,2019-01-01
Azah Personal Care Pvt. Ltd.,Gurugram,Technology,1100000.0,bridge,2019-01-01
SalaryFits,Undisclosed,Finance,5000000.0,undisclosed,2019-01-01
Pristyn Care,Gurugram,Health,12000000.0,series b,2019-01-01
Springboard,Undisclosed,Technology,11000000.0,bridge,2019-01-01
DROR Labs Pvt. Ltd,Delhi,Technology,3982000.0,undisclosed,2019-01-01
Medlife,Bangalore,Health,15500000.0,undisclosed,2019-01-01
Seekify,Delhi,Technology,1500000.0,seed,2019-01-01
Toffee Insurance,Gurugram,Finance,5500000.0,series a,2019-01-01
Fireflies .ai,Undisclosed,Technology,5000000.0,undisclosed,2019-01-01
HungerBox,Bangalore,Technology,12000000.0,series c,2019-01-01
Bijak,Undisclosed,Technology,2500000.0,seed,2019-01-01
Licious,Bangalore,Technology,30000000.0,series e,2019-01-01
truMe,Undisclosed,Technology,140000.0,undisclosed,2019-01-01
Pumpkart,Chandigarh,Technology,3982000.0,undisclosed,2019-01-01
Asteria Aerospace,Bangalore,Technology,230000000.0,undisclosed,2019-01-01
Rivigo,Gurugram,Transport,20000000.0,series f,2019-01-01
HappyEasyGo,Gurugram,Lifestyle,49400000.0,series b,2019-01-01
Zetwerk,Bangalore,Technology,32000000.0,series b,2019-01-01
Observe.AI,Bangalore,Technology,26000000.0,series a,2019-01-01
Freshokartz,Jaipur,Technology,150000.0,bridge,2019-01-01
Lil’ Goodness and sCool meal,Bangalore,Health,400000.0,undisclosed,2019-01-01
Trell,Bangalore,Media and Entertainment,2000000.0,bridge,2019-01-01
VMate,Undisclosed,Technology,100000000.0,undisclosed,2019-01-01
Bombay Shirt Company,Mumbai,Technology,8000000.0,undisclosed,2019-01-01
Slintel,Undisclosed,Technology,1500000.0,undisclosed,2019-01-01
MyGameMate,Bangalore,Technology,100000.0,undisclosed,2019-01-01
Afinoz,Noida,Finance,3982000.0,undisclosed,2019-01-01
Rein Games,Noida,Technology,50000000.0,bridge,2019-01-01
Ecozen,Pune,Technology,6000000.0,series a,2019-01-01
Box8,Mumbai,Technology,120000000.0,undisclosed,2019-01-01
Awign Enterprises,Bangalore,Technology,4000000.0,series a,2019-01-01
Purplle,Mumbai,Beauty & Fashion,30000000.0,series c,2019-01-01
Freightwalla,Mumbai,Technology,4000000.0,series a,2019-01-01
TapChief,Bangalore,Technology,1500000.0,bridge,2019-01-01
eJOHRI,Mumbai,Beauty & Fashion,1000000.0,bridge,2019-01-01
Ninjacart,Bangalore,Technology,3982000.0,undisclosed,2019-01-01
Binca Games,Mumbai,Technology,3982000.0,undisclosed,2019-01-01
KredX,Bangalore,Technology,26000000.0,series b,2019-01-01
m.Paani,Mumbai,Technology,5500000.0,series a,2019-01-01
Origo,Gurugram,Technology,6800000.0,undisclosed,2019-01-01
WishADish,Delhi,Technology,6000000.0,undisclosed,2019-01-01
Ecom Express,Gurugram,Transport,36000000.0,undisclosed,2019-01-01
Stanza Living,Delhi,Technology,5700000.0,undisclosed,2019-01-01
PiBeam,Chennai,Transport,50000000.0,undisclosed,2019-01-01
Euler Motors,Delhi,Transport,2000000.0,undisclosed,2019-01-01
Moms Co,Delhi,Technology,5000000.0,series b,2019-01-01
Cubical Labs,Undisclosed,Technology,17000000.0,series b,2019-01-01
Lawyered,Delhi,Business Intelligence,100000.0,undisclosed,2019-01-01
Cuemath,Bangalore,Technology,5500000.0,undisclosed,2019-01-01
Licious,Bangalore,Technology,25000000.0,series d,2019-01-01
Nivesh.com,Noida,Finance,600000.0,undisclosed,2019-01-01
Zebu,Undisclosed,Technology,4000000.0,seed,2019-01-01
Smart Institute,Surat,Technology,1500000.0,undisclosed,2019-01-01
CarDekho,Jaipur,Technology,70000000.0,series d,2019-01-01
Shadowfax,Bangalore,Transport,60000000.0,series d,2019-01-01
Credr,Mumbai,Technology,6000000.0,undisclosed,2019-01-01
Sportido,Noida,Technology,17000000.0,series b,2019-01-01
Phable,Bangalore,Technology,220000.0,undisclosed,2019-01-01
Sarva,Chennai,Lifestyle,2800000.0,undisclosed,2019-01-01
IndyFint,Bangalore,Finance,2100000.0,series a,2019-01-01
Zolostays,Undisclosed,Technology,7000000.0,undisclosed,2019-01-01
Ola,Bangalore,Transport,311000000.0,undisclosed,2019-01-01
Zoomcar,Bangalore,Transport,4800000.0,undisclosed,2019-01-01
Froogal,Hyderabad,Technology,1000000.0,bridge,2019-01-01
Infra.Market,Mumbai,Technology,20000000.0,series a,2019-01-01
Oyo,Gurugram,Health,693000000.0,undisclosed,2019-01-01
GoMechanic,Delhi,Technology,5000000.0,series b,2019-01-01
Spinny,Delhi,Technology,50000000.0,undisclosed,2019-01-01
Ess Kay Fincorp,Rajasthan,Finance,33000000.0,undisclosed,2019-01-01
TheCollegeFever,Bangalore,Media and Entertainment,250000.0,seed,2018-01-01
Happy Cow Dairy,Mumbai,Technology,584000.0,seed,2018-01-01
MyLoanCare,Gurugram,Finance,949000.0,series a,2018-01-01
PayMe India,Noida,Finance,2000000.0,seed,2018-01-01
Eunimart,Hyderabad,Technology,913500.0,seed,2018-01-01
Hasura,Bangalore,Technology,1600000.0,seed,2018-01-01
Tripshelf,Kalkaji,Technology,233600.0,seed,2018-01-01
Hyperdata.IO,Hyderabad,Business Intelligence,730000.0,seed,2018-01-01
Freightwalla,Mumbai,Business Intelligence,913500.0,seed,2018-01-01
Microchip Payments,Bangalore,Finance,913500.0,seed,2018-01-01
BizCrum Infotech Pvt. Ltd.,Delhi,Technology,913500.0,seed,2018-01-01
Emojifi,Bangalore,Technology,913500.0,seed,2018-01-01
Flock,India,Media and Entertainment,913500.0,seed,2018-01-01
Freshboxx,Hubli,Technology,913500.0,seed,2018-01-01
Wide Mobility Mechatronics,Bangalore,Technology,913500.0,seed,2018-01-01
Pitstop,Bangalore,Transport,1460000.0,seed,2018-01-01
Mihuru,Mumbai,Finance,150000.0,seed,2018-01-01
Fyle,Bangalore,Finance,1100000.0,seed,2018-01-01
AppWharf,Delhi,Technology,913500.0,seed,2018-01-01
Antariksh Waste Ventures Pvt ltd,Chennai,Business Intelligence,7300.0,seed,2018-01-01
Cogoport,Mumbai,Transport,6000000.0,series a,2018-01-01
PaisaDukan,Mumbai,Finance,650000.0,seed,2018-01-01
Sleepy Owl Coffee,Delhi,Technology,511000.0,seed,2018-01-01
BlueJack,Delhi,Transport,934400.0,seed,2018-01-01
PregBuddy,Bangalore,Health,913500.0,seed,2018-01-01
AgNext Technologies,Mohali,Business Intelligence,5000000.0,series a,2018-01-01
Pando,Chennai,Transport,2000000.0,seed,2018-01-01
Mintifi,Mumbai,Finance,2000000.0,seed,2018-01-01
Carcrew,Mumbai,Transport,2000000.0,seed,2018-01-01
NicheAI,Hyderabad,Technology,913500.0,seed,2018-01-01
Chariot Tech,Delhi,Telecommunication,292000.0,seed,2018-01-01
Ideal Insurance Brokers/ 121Policy.com,Kolkata,Finance,1000000.0,seed,2018-01-01
Loanzen,Bangalore,Finance,913500.0,seed,2018-01-01
Mojro Technologies,Bangalore,Transport,650000.0,seed,2018-01-01
Elemential,Mumbai,Technology,1000000.0,seed,2018-01-01
Loadshare,Bangalore,Transport,5000000.0,series a,2018-01-01
Yumlane,Mumbai,Technology,4000000.0,series a,2018-01-01
Kriger Campus,Delhi,Technology,438000.0,seed,2018-01-01
Pipa+Bella,Mumbai,Beauty & Fashion,1000000.0,series a,2018-01-01
Kaleidofin,Chennai,Finance,2800000.0,seed,2018-01-01
Chakr Innovation,Delhi,Energy,913500.0,seed,2018-01-01
IndigoLearn,Hyderabad,Technology,150000.0,seed,2018-01-01
UClean,India,Energy,584000.0,seed,2018-01-01
Coutloot,Mumbai,Beauty & Fashion,1000000.0,seed,2018-01-01
Letstrack,Delhi,Technology,1700000.0,seed,2018-01-01
Pooltoo,Delhi,Transport,913500.0,seed,2018-01-01
Finzy,Bangalore,Finance,1300000.0,seed,2018-01-01
Fitternity,Mumbai,Lifestyle,2000000.0,seed,2018-01-01
Keito,Pune,Technology,913500.0,seed,2018-01-01
Tolet for Students,Jodhpur,Health,73000.0,seed,2018-01-01
Chai Kings,Chennai,Technology,292000.0,seed,2018-01-01
Dainik Jagran,Kanpur,Telecommunication,584000.0,seed,2018-01-01
Playtoome,Bangalore,Media and Entertainment,292000.0,seed,2018-01-01
ONGO Framework,Hyderabad,Business Intelligence,1000000.0,seed,2018-01-01
Notesgen,Delhi,Technology,182500.0,seed,2018-01-01
Arogya MedTech,Kolkata,Health,219000.0,seed,2018-01-01
